量詞,量詞拼音,名詞,名詞拼音,國語
pack,peg1,公仔面,gonk1 jay2 min6,一包方便麵
pack,peg1,香口膠,heong1 haw2 gau1,一包香口膠
pack,peg1,蜆,hin2,一包蛤蜊
pack,peg1,贈品,jank6 bant2,一包贈品
pack,peg1,朱古力,jeu1 gu1 lek1,一包巧克力
pack,peg1,旅行藥,loy5 hank4 yeog6,一包旅行藥
pack,peg1,面膜,min6 mog6,一包面膜
pack,peg1,明信片,menk4 sont3 pin2,一包明信片
pack,peg1,維他奶,way4 ta1 nai5,一包維他奶
pack,peg1,烏冬,wu1 donk1,一包烏龍麵
pack,peg1,藥水膠布,yeog6 soy2 gau1 bow3,一包藥水膠布
劈,peg3,泥,nay4,一灘泥
篇,pin1,文,mant2,一篇文章
樖,po1,白菜,bag6 coi3,一棵白菜
樖,po1,白菜仔,bag6 coi3 jay2,一棵小白菜，一棵油白菜
樖,po1,菠菜,bo1 coi3,一把菠菜
樖,po1,杉樹,cam3 seu6,一棵杉樹
樖,po1,菜,coi3,一棵菜
樖,po1,松樹,conk4 seu6,一棵松樹
樖,po1,花,fa1,一株花，一棵花
樖,po1,楓樹,fonk1 seu6,一棵楓樹
樖,po1,韭菜,gaw2 coi3,一茬韭菜
樖,po1,韭黃,gaw2 wong4,一茬韭菜
樖,po1,橡樹,jeong6 seu6,一棵橡樹
樖,po1,竹,jok1,一棵竹子
樖,po1,柳樹,law5 seu6,一棵柳樹
樖,po1,桉樹,on1 seu6,一棵桉樹
樖,po1,紹菜,siu6 coi3,一棵大白菜，一棵結球白菜
樖,po1,桑樹,song1 seu6,一棵桑樹
樖,po1,樹,seu6,一棵樹
樖,po1,黃芽白,wong4 nga4 bag6,一棵大白菜
樖,po1,榕樹,yonk4 seu6,一棵榕樹
鋪,pow1,講法,gong2 fad3,一種說法
鋪,pow1,棋,key2,一盤棋
鋪,pow1,牛力,ngaw4 lek6,一股牛勁
鋪,pow1,癮,yant5,癮頭
盆,pun4,花,fa1,一盆花
𢱢,sag3,沙田柚,sa1 tin4 yaw2,一塊柚子肉
𢱢,sag3,西瓜,say1 gua1,一塊西瓜
世,say3,人,yant4,一輩子
勺,seog3,酒,jaw2,一提酒
勺,seog3,油,yaw4,一提油
扇,sin3,窗,ceong1,一扇窗戶
梳,so1,香蕉,heong1 jiu1,一把香蕉，一串香蕉
梳,so1,子彈,ji2 dan2,一梭子彈，一排子彈
梳,so1,蕉,jiu1,一把香蕉，一串香蕉
氹,tamp5,水,soy2,一坑水
頭,taw4,家,ga1,一家，一個家庭，整個家庭的各種事務
停,tenk2,車,ce1,一款車
停,tenk2,人,yant4,一種人，一路人
條,tiu4,暗溝,amp3 kaw1,一條暗溝
條,tiu4,百褶裙,bag3 jib3 kuant4,一條百褶裙
條,tiu4,白瓜,bag6 gua1,一條菜瓜，一條越瓜
條,tiu4,白蘿蔔,bag6 lo4 bag6,一條白蘿蔔
條,tiu4,白頭髮,bag6 taw4 fad3,一根白頭髮
條,tiu4,變色龍,bin3 sek1 lonk4,一條變色龍
條,tiu4,煲𧘹,bow1 tai1,一條領結
條,tiu4,半截裙,bun3 jid6 kuant4,一條裙子
條,tiu4,餐巾,can1 gant1,一條餐巾
條,tiu4,車呔,ce1 tai1,一個輪胎，一個車胎
條,tiu4,赤𩶘,ceg3 lab6,一條鯛魚，一條真鯛，一條赤鯛，一條正鯛
條,tiu4,青瓜,ceng1 gua1,一條黃瓜，一個黃瓜
條,tiu4,青蘿蔔,ceng1 lo4 bag6,一條青蘿蔔
條,tiu4,腸仔,ceong2 jay2,一條香腸
條,tiu4,長裙,ceong4 kuant4,一條長裙
條,tiu4,刺,ci3,一根刺
條,tiu4,池魚,ci4 yeu2,一條真鰺，一條日本竹筴魚
條,tiu4,彩虹,coi2 honk4,一道彩虹
條,tiu4,曹白,cow4 bag6,一條鰳魚，一條鱠魚，一條快魚
條,tiu4,蔥,conk1,一根蔥，一棵蔥
條,tiu4,村,ceun1,一條村，一個村莊
條,tiu4,大白鯊,dai6 bag6 sa1,一條大白鯊
條,tiu4,大髀,dai6 bey2,一條大腿
條,tiu4,大地魚,dai6 dey6 yeu2,一條比目魚
條,tiu4,單車鏈,dan1 ce1 lin6,一根鏈條，一條滾子鏈
條,tiu4,底褲,day2 fu3,一條內褲
條,tiu4,底裙,day2 kuant4,一條襯裙
條,tiu4,毒蛇,dok6 se4,一條毒蛇
條,tiu4,短裙,deun2 kuant4,一條裙子
條,tiu4,化骨龍,fa3 guat1 lonk4,一個小孩子，一個淘氣的孩子
條,tiu4,廢柴,fay3 cai4,一個廢物，一個沒用的人
條,tiu4,褲,fu3,一條褲子
條,tiu4,褲帶,fu3 dai2,一條褲帶
條,tiu4,嘉𩶘,ga1 lab6,一條鯛魚，一條真鯛，一條赤鯛，一條正鯛
條,tiu4,街,gai1,一條街
條,tiu4,格仔裙,gag3 jay2 kuant4,一條花格裙子
條,tiu4,膠喉,gau1 haw4,一根膠管
條,tiu4,雞泡魚,gay1 pow5 yeu4,一條河豚
條,tiu4,金魚,gamp1 yeu2,一條金魚
條,tiu4,枸杞,gaw2 gey2,一條枸杞
條,tiu4,頸,geng2,一條脖子
條,tiu4,頸巾,geng2 gant1,一條圍巾
條,tiu4,頸鏈,geng2 lin2,一條項鏈
條,tiu4,棍,guant3,一根棍子，一條棍子
條,tiu4,下水道,ha6 soy2 dow6,一條下水道
條,tiu4,坑渠,hang1 koy4,一條下水道，一條溝渠
條,tiu4,痕,hant2,一道印
條,tiu4,氣,hey3,一肚子氣
條,tiu4,響尾蛇,heong2 mey5 se4,一條響尾蛇
條,tiu4,河,ho4,一條河
條,tiu4,河流,ho4 law4,一條河流
條,tiu4,巷仔,hong6 jay2,一條小巷
條,tiu4,紅衫,honk4 sam1,一條金線魚
條,tiu4,紅衫魚,honk4 sam1 yeu2,一條金線魚
條,tiu4,仔,jay2,一個男子，一個男朋友
條,tiu4,支票,ji1 piu3,一張支票
條,tiu4,節瓜,jid3 gua1,一條毛瓜，一個毛瓜
條,tiu4,左口魚,jo2 haw2 yeu2,一條比目魚
條,tiu4,竹,jok1,一根竹竿，一根竹子
條,tiu4,溝渠,kaw1 koy4,一條溝渠
條,tiu4,茄子,ke2 ji2,一條茄子
條,tiu4,渠道,koy4 dow6,一條渠道
條,tiu4,鯨魚,kenk1 yeu2,一條鯨魚
條,tiu4,橋,kiu2,一個點子
條,tiu4,曲線,kok1 sin3,一條曲線
條,tiu4,裙,kuant4,一條裙子，一條洋裙
條,tiu4,裙帶,kuant4 dai3,一條裙帶
條,tiu4,罅,la3,一道縫，一條縫
條,tiu4,藍鯨,lam4 kenk1,一條藍鯨
條,tiu4,爛數,lan6 sow3,一筆爛帳
條,tiu4,𩶘魚,lab6 yeu2,一條鯛魚，一條真鯛，一條赤鯛，一條正鯛
條,tiu4,褸裙,law1 kuant2,一條大衣式連衣裙
條,tiu4,脷,ley6,一條舌頭
條,tiu4,領𧘹,leng5 tai1,一條領帶
條,tiu4,蓮藕,lin4 ngaw5,一條蓮藕
條,tiu4,蘿蔔,lo4 bag6,一條蘿蔔
條,tiu4,龍,lonk4,一條龍
條,tiu4,盲毛,mang4 mow4,一個傻瓜
條,tiu4,迷你裙,may4 ney5 kuant4,一條迷你裙
條,tiu4,問題,mant6 tay4,一個問題
條,tiu4,尾,mey5,一條尾巴
條,tiu4,命,meng6,一條命
條,tiu4,明渠,menk4 koy4,一條明渠
條,tiu4,蟒蛇,mong5 se4,一條蟒蛇
條,tiu4,毛,mow4,一根毛
條,tiu4,毛毛蟲,mow4 mow4 conk4,一條毛毛蟲
條,tiu4,木,mok6,一根木料
條,tiu4,蝻蛇,nam4 se4,一條蟒蛇
條,tiu4,女,noy2,一個女子，一個女朋友
條,tiu4,牙線,nga4 sin3,一條牙線
條,tiu4,眼鏡蛇,ngan5 geng2 se4,一條眼鏡蛇
條,tiu4,矮瓜,ngay2 gua1,一條茄子，一個茄子
條,tiu4,鱷魚,ngog6 yeu4,一條鱷魚
條,tiu4,排水渠,pai4 soy2 koy4,一條排水渠
條,tiu4,皮帶,pey4 dai2,一條皮帶
條,tiu4,骿骨,peng1 guat1,一條肋骨
條,tiu4,沙甸魚,sa1 din1 yeu2,一條沙丁魚
條,tiu4,沙𩶘,sa1 lab6,一條鯛魚，一條真鯛，一條赤鯛，一條正鯛
條,tiu4,鯊魚,sa1 yeu2,一條鯊魚
條,tiu4,衫裙,sam1 kuant4,一條連衣裙
條,tiu4,西洋菜,say1 yeong4 coi3,一條豆瓣葉，一條水田芥，一條水甕菜
條,tiu4,生命,sank1 meng6,一條生命
條,tiu4,蛇,se4,一條蛇
條,tiu4,水草,soy2 cow2,一根水草
條,tiu4,水喉,soy2 haw4,一條水管
條,tiu4,水渠,soy2 koy4,一條水渠
條,tiu4,屍,si1,一具死屍，一具屍體
條,tiu4,絲瓜,si1 gua1,一條絲瓜
條,tiu4,士啤呔,si6 be1 tai1,一個後備車輪，一個後備輪胎，一個備用車輪，一個備用輪胎
條,tiu4,線,sin3,一條線
條,tiu4,繩,senk2,一根繩子
條,tiu4,勝瓜,senk3 gua1,一條絲瓜，一個絲瓜
條,tiu4,紹菜,siu6 coi3,一棵大白菜，一棵結球白菜
條,tiu4,鎖匙,so2 si4,一把鑰匙
條,tiu4,數,sow3,一筆賬
條,tiu4,船,seun4,一條船，一艘船
條,tiu4,雪條,seud3 tiu2,一根冰棍兒
條,tiu4,呔,tai1,一個輪胎，一個車胎
條,tiu4,𧘹,tai1,一條領帶
條,tiu4,𧘹,tai1,一條領帶
條,tiu4,鰨沙,tad3 sa1,一條比目魚
條,tiu4,鰨沙魚,tad3 sa1 yeu2,一條比目魚
條,tiu4,題目,tay4 mok6,一道題，一道題目
條,tiu4,頭髮,taw4 fad3,一根頭髮
條,tiu4,天橋,tin1 kiu4,一座人行天橋
條,tiu4,鐵路,tid3 low6,一條鐵路
條,tiu4,塘蝨,tong4 sat1,一條鯰魚
條,tiu4,塘蝨魚,tong4 sat1 yeu2,一條鯰魚
條,tiu4,通菜,tonk1 coi3,一條空心菜
條,tiu4,圍裙,way4 kuant4,一條圍裙
條,tiu4,運河,want6 ho4,一條運河
條,tiu4,黃芽白,wong4 nga4 bag6,一棵大白菜
條,tiu4,污水渠,wu1 soy2 koy4,一條下水道，一條地下渠，一條污水下水道
條,tiu4,護城河,wu6 senk4 ho4,一條護城河
條,tiu4,陰溝,yamp1 kaw1,一條陰溝
條,tiu4,人命,yant4 meng6,一條人命
條,tiu4,手骨,yat1 tiu4 saw2 guat1,一條胳膊，一隻胳膊
條,tiu4,友,yaw2,一個傢伙，一個小子
條,tiu4,友仔,yaw2 jay2,一個傢伙，一個小子
條,tiu4,陽溝,yeong4 kaw1,一條陽溝
條,tiu4,羽毛,yeu5 mow5,一根羽毛，一片羽毛
堂,tong4,鼻涕,bey6 tay3,一行鼻涕
堂,tong4,窗簾,ceong1 lim2,一塊窗簾
堂,tong4,課,fo3,一節課，一堂課
堂,tong4,鋸,geo3,一把鋸
堂,tong4,樓梯,law4 tay1,一道樓梯
堂,tong4,路,low6,十里路
堂,tong4,蚊帳,mant1 jeong3,一頂蚊帳
堂,tong4,眉,mey4,一對眉毛
堂,tong4,磨,mo6,一盤磨子
堂,tong4,梯,tay1,一把梯子
堂,tong4,魚網,yeu4 mong5,一張魚網
套,tow3,電影,din6 yenk2,一部電影
套,tow3,戲,hey3,一部電影，一齣電影，一場戲，一齣戲
套,tow3,劇,keg6,一部電視劇
套,tow3,片,pin2,一個片子
套,tow3,梳化,so1 fa3,一套沙發
筒,tonk4,菲林,fey1 lamp2,一個膠卷
筒,tonk4,藥丸,yeog6 yeun2,一管藥丸
脫,teud3,衫,sam1,一套衣服，一身衣服
脫,teud3,西裝,say1 jong1,一套西裝
脫,teud3,人,yant4,一批人，一撥兒人，一代人，一輩人
圍,way4,酒,jaw2,一桌酒席
圍,way4,和頭酒,wo4 taw4 jaw2,一桌謝罪酒
回,wui4,事,si6,一回事
碗,wun2,茶,ca4,一碗茶
碗,wun2,菜,coi3,一碗菜
碗,wun2,飯,fan6,一碗飯
碗,wun2,淨麵,jenk6 min6,一碗素麵條，一碗陽春麵
碗,wun2,麵,min6,一碗麵
碗,wun2,湯,tong1,一碗湯
碗,wun2,楊枝甘露​,yeong4 ji1 gamp1 low6,一碗楊枝甘露​
樣,yeong6,嘢,ye5,一個東西，一種東西，一件事兒，一樣東西
