量詞,量詞拼音,名詞,名詞拼音,國語
粒,nap¹,水晶,sui² jing¹,一顆水晶
粒,nap¹,星,sing¹,一顆星
粒,nap¹,糖,tong²,一塊糖，一塊顆糖
額,ngaak⁶,汗,hon⁶,一頭汗
眼,ngaan²,釘,deng¹,一顆釘子，一根釘子
眼,ngaan⁵,燈,dang¹,一盞燈
眼,ngaan⁵,針,jam¹,一口針，一根針
眼,ngaan⁵,塘,tong⁴,一口池塘
罌,ngaang¹,鹽,yim⁴,一瓦罐鹽
棚,paang⁴,假牙,ga² nga⁴,一口假牙，一排假牙
棚,paang⁴,金牙,gam¹ nga⁴,一口金牙，一排金牙
棚,paang⁴,骨,gwat¹,一把骨頭
棚,paang⁴,渣,ja¹,一把渣滓
棚,paang⁴,牙,nga⁴,一排牙齒，一口牙齒
棚,paang⁴,哨牙,saau³ nga⁴,一口齙牙，一口暴牙，一口齜牙，一排齙牙，一排暴牙，一排齜牙
坺,paat⁶,鼻涕,bei⁶ tai³,一攤鼻涕，一灘鼻涕
坺,paat⁶,漿糊,jeung¹ woo⁴,一攤漿糊，一灘漿糊
坺,paat⁶,爛湴,laan⁶ baan⁶,一攤爛泥，一灘爛泥，一攤稀泥，一灘稀泥
坺,paat⁶,泥,nai⁴,一攤泥巴，一灘泥巴
泡,paau¹,氣,hei³,一肚子氣
泡,paau¹,腮,soi¹,腮幫子
啤,pe¹,王,wong²,一對K，一對凱
皮,pei⁴,嘢,ye⁵,一萬塊，一萬塊錢
pack,pek¹,底褲,dai² foo³,一包內褲
pack,pek¹,化妝品,fa³ jong¹ ban²,一包化妝品
pack,pek¹,咖啡豆,ga³ fe¹ dau⁶,一包咖啡豆
pack,pek¹,公仔面,gung¹ jai² min⁶,一包方便麵
pack,pek¹,香口膠,heung¹ hau² gaau¹,一包香口膠
pack,pek¹,蜆,hin²,一包蛤蜊
pack,pek¹,贈品,jang⁶ ban²,一包贈品
pack,pek¹,朱古力,jue¹ goo¹ lik¹,一包巧克力
pack,pek¹,旅行藥,lui⁵ hang⁴ yeuk⁶,一包旅行藥
pack,pek¹,面膜,min⁶ mok⁶,一包面膜
pack,pek¹,明信片,ming⁴ sun³ pin²,一包明信片
pack,pek¹,維他奶,wai⁴ ta¹ naai⁵,一包維他奶
pack,pek¹,烏冬,woo¹ dung¹,一包烏龍麵
pack,pek¹,藥水膠布,yeuk⁶ sui² gaau¹ bo³,一包藥水膠布
劈,pek³,泥,nai⁴,一灘泥
篇,pin¹,文,man²,一篇文章
樖,poh¹,白菜,baak⁶ choi³,一棵白菜
樖,poh¹,白菜仔,baak⁶ choi³ jai²,一棵小白菜，一棵油白菜
樖,poh¹,菠菜,boh¹ choi³,一把菠菜
樖,poh¹,杉樹,chaam³ sue⁶,一棵杉樹
樖,poh¹,菜,choi³,一棵菜
樖,poh¹,松樹,chung⁴ sue⁶,一棵松樹
樖,poh¹,花,fa¹,一株花，一棵花
樖,poh¹,楓樹,fung¹ sue⁶,一棵楓樹
樖,poh¹,韭菜,gau² choi³,一茬韭菜
樖,poh¹,韭黃,gau² wong⁴,一茬韭菜
樖,poh¹,橡樹,jeung⁶ sue⁶,一棵橡樹
樖,poh¹,竹,juk¹,一棵竹子
樖,poh¹,柳樹,lau⁵ sue⁶,一棵柳樹
樖,poh¹,桉樹,on¹ sue⁶,一棵桉樹
樖,poh¹,紹菜,siu⁶ choi³,一棵大白菜，一棵結球白菜
樖,poh¹,桑樹,song¹ sue⁶,一棵桑樹
樖,poh¹,樹,sue⁶,一棵樹
樖,poh¹,黃芽白,wong⁴ nga⁴ baak⁶,一棵大白菜
樖,poh¹,榕樹,yung⁴ sue⁶,一棵榕樹
鋪,po¹,講法,gong² faat³,一種說法
鋪,po¹,棋,kei²,一盤棋
鋪,po¹,牛力,ngau⁴ lik⁶,一股牛勁
鋪,po¹,癮,yan⁵,癮頭
盆,poon⁴,花,fa¹,一盆花
𢱢,saak³,沙田柚,sa¹ tin⁴ yau²,一塊柚子肉
𢱢,saak³,西瓜,sai¹ gwa¹,一塊西瓜
世,sai³,人,yan⁴,一輩子
勺,seuk³,酒,jau²,一提酒
勺,seuk³,油,yau⁴,一提油
扇,sin³,窗,cheung¹,一扇窗戶
梳,soh¹,香蕉,heung¹ jiu¹,一把香蕉，一串香蕉
梳,soh¹,子彈,ji² daan²,一梭子彈，一排子彈
梳,soh¹,蕉,jiu¹,一把香蕉，一串香蕉
氹,tam⁵,水,sui²,一坑水
頭,tau⁴,家,ga¹,一家，一個家庭，整個家庭的各種事務
停,ting²,車,che¹,一款車
停,ting²,人,yan⁴,一種人，一路人
條,tiu⁴,暗溝,am³ kau¹,一條暗溝
條,tiu⁴,百褶裙,baak³ jip³ kwan⁴,一條百褶裙
條,tiu⁴,白瓜,baak⁶ gwa¹,一條菜瓜，一條越瓜
條,tiu⁴,白蘿蔔,baak⁶ loh⁴ baak⁶,一條白蘿蔔
條,tiu⁴,白頭髮,baak⁶ tau⁴ faat³,一根白頭髮
條,tiu⁴,變色龍,bin³ sik¹ lung⁴,一條變色龍
條,tiu⁴,煲𧘹,bo¹ taai¹,一條領結
條,tiu⁴,半截裙,boon³ jit⁶ kwan⁴,一條裙子
條,tiu⁴,餐巾,chaan¹ gan¹,一條餐巾
條,tiu⁴,車呔,che¹ taai¹,一個輪胎，一個車胎
條,tiu⁴,赤𩶘,chek³ laap⁶,一條鯛魚，一條真鯛，一條赤鯛，一條正鯛
條,tiu⁴,青瓜,cheng¹ gwa¹,一條黃瓜，一個黃瓜
條,tiu⁴,青蘿蔔,cheng¹ loh⁴ baak⁶,一條青蘿蔔
條,tiu⁴,腸仔,cheung² jai²,一條香腸
條,tiu⁴,長裙,cheung⁴ kwan⁴,一條長裙
條,tiu⁴,刺,chi³,一根刺
條,tiu⁴,池魚,chi⁴ yue²,一條真鰺，一條日本竹筴魚
條,tiu⁴,彩虹,choi² hung⁴,一道彩虹
條,tiu⁴,曹白,cho⁴ baak⁶,一條鰳魚，一條鱠魚，一條快魚
條,tiu⁴,蔥,chung¹,一根蔥，一棵蔥
條,tiu⁴,村,chuen¹,一條村，一個村莊
條,tiu⁴,大白鯊,daai⁶ baak⁶ sa¹,一條大白鯊
條,tiu⁴,大髀,daai⁶ bei²,一條大腿
條,tiu⁴,大地魚,daai⁶ dei⁶ yue²,一條比目魚
條,tiu⁴,單車鏈,daan¹ che¹ lin⁶,一根鏈條，一條滾子鏈
條,tiu⁴,底褲,dai² foo³,一條內褲
條,tiu⁴,底裙,dai² kwan⁴,一條襯裙
條,tiu⁴,毒蛇,duk⁶ se⁴,一條毒蛇
條,tiu⁴,短裙,duen² kwan⁴,一條裙子
條,tiu⁴,化骨龍,fa³ gwat¹ lung⁴,一個小孩子，一個淘氣的孩子
條,tiu⁴,廢柴,fai³ chaai⁴,一個廢物，一個沒用的人
條,tiu⁴,褲,foo³,一條褲子
條,tiu⁴,褲帶,foo³ daai²,一條褲帶
條,tiu⁴,嘉𩶘,ga¹ laap⁶,一條鯛魚，一條真鯛，一條赤鯛，一條正鯛
條,tiu⁴,街,gaai¹,一條街
條,tiu⁴,格仔裙,gaak³ jai² kwan⁴,一條花格裙子
條,tiu⁴,膠喉,gaau¹ hau⁴,一根膠管
條,tiu⁴,雞泡魚,gai¹ po⁵ yue⁴,一條河豚
條,tiu⁴,金魚,gam¹ yue²,一條金魚
條,tiu⁴,枸杞,gau² gei²,一條枸杞
條,tiu⁴,頸,geng²,一條脖子
條,tiu⁴,頸巾,geng² gan¹,一條圍巾
條,tiu⁴,頸鏈,geng² lin²,一條項鏈
條,tiu⁴,棍,gwan³,一根棍子，一條棍子
條,tiu⁴,下水道,ha⁶ sui² do⁶,一條下水道
條,tiu⁴,坑渠,haang¹ kui⁴,一條下水道，一條溝渠
條,tiu⁴,痕,han²,一道印
條,tiu⁴,氣,hei³,一肚子氣
條,tiu⁴,響尾蛇,heung² mei⁵ se⁴,一條響尾蛇
條,tiu⁴,河,hoh⁴,一條河
條,tiu⁴,河流,hoh⁴ lau⁴,一條河流
條,tiu⁴,巷仔,hong⁶ jai²,一條小巷
條,tiu⁴,紅衫,hung⁴ saam¹,一條金線魚
條,tiu⁴,紅衫魚,hung⁴ saam¹ yue²,一條金線魚
條,tiu⁴,仔,jai²,一個男子，一個男朋友
條,tiu⁴,支票,ji¹ piu³,一張支票
條,tiu⁴,節瓜,jit³ gwa¹,一條毛瓜，一個毛瓜
條,tiu⁴,左口魚,joh² hau² yue²,一條比目魚
條,tiu⁴,竹,juk¹,一根竹竿，一根竹子
條,tiu⁴,溝渠,kau¹ kui⁴,一條溝渠
條,tiu⁴,茄子,ke² ji²,一條茄子
條,tiu⁴,渠道,kui⁴ do⁶,一條渠道
條,tiu⁴,鯨魚,king¹ yue²,一條鯨魚
條,tiu⁴,橋,kiu²,一個點子
條,tiu⁴,曲線,kuk¹ sin³,一條曲線
條,tiu⁴,裙,kwan⁴,一條裙子，一條洋裙
條,tiu⁴,裙帶,kwan⁴ daai³,一條裙帶
條,tiu⁴,罅,la³,一道縫，一條縫
條,tiu⁴,藍鯨,laam⁴ king¹,一條藍鯨
條,tiu⁴,爛數,laan⁶ so³,一筆爛帳
條,tiu⁴,𩶘魚,laap⁶ yue²,一條鯛魚，一條真鯛，一條赤鯛，一條正鯛
條,tiu⁴,褸裙,lau¹ kwan²,一條大衣式連衣裙
條,tiu⁴,脷,lei⁶,一條舌頭
條,tiu⁴,領𧘹,leng⁵ taai¹,一條領帶
條,tiu⁴,蓮藕,lin⁴ ngau⁵,一條蓮藕
條,tiu⁴,蘿蔔,loh⁴ baak⁶,一條蘿蔔
條,tiu⁴,龍,lung⁴,一條龍
條,tiu⁴,盲毛,maang⁴ mo⁴,一個傻瓜
條,tiu⁴,迷你裙,mai⁴ nei⁵ kwan⁴,一條迷你裙
條,tiu⁴,問題,man⁶ tai⁴,一個問題
條,tiu⁴,尾,mei⁵,一條尾巴
條,tiu⁴,命,meng⁶,一條命
條,tiu⁴,明渠,ming⁴ kui⁴,一條明渠
條,tiu⁴,蟒蛇,mong⁵ se⁴,一條蟒蛇
條,tiu⁴,毛,mo⁴,一根毛
條,tiu⁴,毛毛蟲,mo⁴ mo⁴ chung⁴,一條毛毛蟲
條,tiu⁴,木,muk⁶,一根木料
條,tiu⁴,蝻蛇,naam⁴ se⁴,一條蟒蛇
條,tiu⁴,女,nui²,一個女子，一個女朋友
條,tiu⁴,牙線,nga⁴ sin³,一條牙線
條,tiu⁴,眼鏡蛇,ngaan⁵ geng² se⁴,一條眼鏡蛇
條,tiu⁴,矮瓜,ngai² gwa¹,一條茄子，一個茄子
條,tiu⁴,鱷魚,ngok⁶ yue⁴,一條鱷魚
條,tiu⁴,排水渠,paai⁴ sui² kui⁴,一條排水渠
條,tiu⁴,皮帶,pei⁴ daai²,一條皮帶
條,tiu⁴,骿骨,peng¹ gwat¹,一條肋骨
條,tiu⁴,沙甸魚,sa¹ din¹ yue²,一條沙丁魚
條,tiu⁴,沙𩶘,sa¹ laap⁶,一條鯛魚，一條真鯛，一條赤鯛，一條正鯛
條,tiu⁴,鯊魚,sa¹ yue²,一條鯊魚
條,tiu⁴,衫裙,saam¹ kwan⁴,一條連衣裙
條,tiu⁴,西洋菜,sai¹ yeung⁴ choi³,一條豆瓣葉，一條水田芥，一條水甕菜
條,tiu⁴,生命,sang¹ meng⁶,一條生命
條,tiu⁴,蛇,se⁴,一條蛇
條,tiu⁴,水草,sui² cho²,一根水草
條,tiu⁴,水喉,sui² hau⁴,一條水管
條,tiu⁴,水渠,sui² kui⁴,一條水渠
條,tiu⁴,屍,si¹,一具死屍，一具屍體
條,tiu⁴,絲瓜,si¹ gwa¹,一條絲瓜
條,tiu⁴,士啤呔,si⁶ be¹ taai¹,一個後備車輪，一個後備輪胎，一個備用車輪，一個備用輪胎
條,tiu⁴,線,sin³,一條線
條,tiu⁴,繩,sing²,一根繩子
條,tiu⁴,勝瓜,sing³ gwa¹,一條絲瓜，一個絲瓜
條,tiu⁴,紹菜,siu⁶ choi³,一棵大白菜，一棵結球白菜
條,tiu⁴,鎖匙,soh² si⁴,一把鑰匙
條,tiu⁴,數,so³,一筆賬
條,tiu⁴,船,suen⁴,一條船，一艘船
條,tiu⁴,雪條,suet³ tiu²,一根冰棍兒
條,tiu⁴,呔,taai¹,一個輪胎，一個車胎
條,tiu⁴,𧘹,taai¹,一條領帶
條,tiu⁴,𧘹,taai¹,一條領帶
條,tiu⁴,鰨沙,taat³ sa¹,一條比目魚
條,tiu⁴,鰨沙魚,taat³ sa¹ yue²,一條比目魚
條,tiu⁴,題目,tai⁴ muk⁶,一道題，一道題目
條,tiu⁴,頭髮,tau⁴ faat³,一根頭髮
條,tiu⁴,天橋,tin¹ kiu⁴,一座人行天橋
條,tiu⁴,鐵路,tit³ lo⁶,一條鐵路
條,tiu⁴,塘蝨,tong⁴ sat¹,一條鯰魚
條,tiu⁴,塘蝨魚,tong⁴ sat¹ yue²,一條鯰魚
條,tiu⁴,通菜,tung¹ choi³,一條空心菜
條,tiu⁴,圍裙,wai⁴ kwan⁴,一條圍裙
條,tiu⁴,運河,wan⁶ hoh⁴,一條運河
條,tiu⁴,黃芽白,wong⁴ nga⁴ baak⁶,一棵大白菜
條,tiu⁴,污水渠,woo¹ sui² kui⁴,一條下水道，一條地下渠，一條污水下水道
條,tiu⁴,護城河,woo⁶ sing⁴ hoh⁴,一條護城河
條,tiu⁴,陰溝,yam¹ kau¹,一條陰溝
條,tiu⁴,人命,yan⁴ meng⁶,一條人命
條,tiu⁴,手骨,yat¹ tiu⁴ sau² gwat¹,一條胳膊，一隻胳膊
條,tiu⁴,友,yau²,一個傢伙，一個小子
條,tiu⁴,友仔,yau² jai²,一個傢伙，一個小子
條,tiu⁴,陽溝,yeung⁴ kau¹,一條陽溝
條,tiu⁴,羽毛,yue⁵ mo⁵,一根羽毛，一片羽毛
堂,tong⁴,鼻涕,bei⁶ tai³,一行鼻涕
堂,tong⁴,窗簾,cheung¹ lim²,一塊窗簾
堂,tong⁴,課,foh³,一節課，一堂課
堂,tong⁴,鋸,geuh³,一把鋸
堂,tong⁴,樓梯,lau⁴ tai¹,一道樓梯
堂,tong⁴,路,lo⁶,十里路
堂,tong⁴,蚊帳,man¹ jeung³,一頂蚊帳
堂,tong⁴,眉,mei⁴,一對眉毛
堂,tong⁴,磨,moh⁶,一盤磨子
堂,tong⁴,梯,tai¹,一把梯子
堂,tong⁴,魚網,yue⁴ mong⁵,一張魚網
套,to³,電影,din⁶ ying²,一部電影
套,to³,戲,hei³,一部電影，一齣電影，一場戲，一齣戲
套,to³,劇,kek⁶,一部電視劇
套,to³,片,pin²,一個片子
套,to³,梳化,soh¹ fa³,一套沙發
筒,tung⁴,菲林,fei¹ lam²,一個膠卷
筒,tung⁴,藥丸,yeuk⁶ yuen²,一管藥丸
脫,tuet³,衫,saam¹,一套衣服，一身衣服
脫,tuet³,西裝,sai¹ jong¹,一套西裝
脫,tuet³,人,yan⁴,一批人，一撥兒人，一代人，一輩人
圍,wai⁴,酒,jau²,一桌酒席
圍,wai⁴,和頭酒,woh⁴ tau⁴ jau²,一桌謝罪酒
回,wooi⁴,事,si⁶,一回事
碗,woon²,茶,cha⁴,一碗茶
碗,woon²,菜,choi³,一碗菜
碗,woon²,飯,faan⁶,一碗飯
碗,woon²,淨麵,jing⁶ min⁶,一碗素麵條，一碗陽春麵
碗,woon²,麵,min⁶,一碗麵
碗,woon²,湯,tong¹,一碗湯
碗,woon²,楊枝甘露​,yeung⁴ ji¹ gam¹ lo⁶,一碗楊枝甘露​
樣,yeung⁶,嘢,ye⁵,一個東西，一種東西，一件事兒，一樣東西
